idx,m,a,b,n1,n2,n3,invert,vsplit,hsplit,periodicity,pixel_error,attempts
228,2,0.9177288022127263,0.9338735622510124,5.018346123085228,1.780399515945593,3.168601893392822,1,0,0,200,0.0,1
229,7,0.9060160268109024,0.524496624858397,1.5804100497115248,5.651101127602473,5.833365024276641,0,1,0,270,0.0,3
230,9,0.7796400153980343,0.6532718561919628,3.547221324906213,3.603310959715252,2.151693411161271,1,0,1,280,0.0,1
231,5,0.6390367164062739,1.0842241277590945,2.7966138669130207,1.5042647123032762,0.2480855634247062,0,0,0,250,0.0,2
232,4,0.7413314325504302,0.6626122455779306,1.1377042206554422,4.000340100342882,1.2105130568324505,1,0,0,290,0.0,1
233,10,0.6506812930857225,0.7840215113275155,4.432699260395008,0.7700241138646045,4.052829419064254,0,1,0,240,0.0,4
234,8,0.6876808455476261,0.7444983015624254,3.260019003486839,2.546299470640468,5.180050624124844,1,0,1,210,0.0,1
235,1,0.9073911194716012,0.8910156443131141,5.777537547821833,4.999790789403646,2.388001831332464,0,0,0,260,0.0,1
236,3,0.9838811482866126,0.3570973189217262,5.096674804916073,5.351211929548546,0.7557338607558839,1,0,1,240,0.0,2
237,8,0.5851772911307607,0.8971125148189076,1.5518028168648397,2.4387594562966446,2.677605082604276,0,0,0,280,0.0,2
238,11,0.9715708604305632,0.4480247203565867,3.201289095376164,1.274366332266294,5.247638789284371,1,0,0,260,0.0,1
239,6,0.3727608014021875,0.650297339808801,1.031661295765142,4.158953692451875,1.920156044480827,0,1,0,210,0.0,1
240,6,1.051883500214053,0.9521568934314558,4.1985153172613074,4.2007795655596,2.266851555197622,0,0,0,280,0.0,2
241,11,0.4122515572656401,1.111963407228816,2.2669588603149964,4.2888470963341145,1.7800867051916829,1,1,0,200,0.0,1
242,9,0.8967023959843243,0.3085829676308408,4.344949905094311,0.8609420713401056,2.912429271602313,0,0,0,240,0.0,1
243,4,0.4093941955908747,0.8638037564473,1.3809264283293026,0.461392003117877,5.447171084891824,1,0,1,280,0.0,3
244,1,0.6862351724421336,0.7310802818297429,0.969602981063354,2.68893925582576,3.096094490039614,0,0,0,220,0.0,2
245,7,0.6346097881518643,0.8239728219153006,3.4738999153359567,3.409855149148956,1.0348107354882878,1,0,1,250,0.0,1
246,10,0.7574236924506738,0.5105609705718201,2.389644000856859,5.839622630663094,2.3991391546081524,0,0,0,300,0.0,1
247,4,0.7222095254212886,0.5554199955361084,3.790371906085413,1.360303186951052,4.826482860974547,1,1,0,220,0.0,1
248,5,1.0253599682155408,0.8811178002649939,2.968804322742733,4.824319241975654,5.473628486336854,0,0,0,290,0.0,1
249,10,0.9270227033758416,0.6001421050268311,1.8445154730021476,1.0892911509287144,4.54400493784566,1,0,1,240,0.0036,3
250,7,0.5991481782974566,0.6826327598652059,5.034336471265208,0.8942985163764089,0.460226736346133,0,0,0,200,0.0,3
251,2,0.7083470228181653,0.9243827416475178,1.9508547952083,3.786894845139732,3.3430116244019565,1,1,0,270,0.0,1
252,3,1.024590380719148,0.3211301854968054,3.0498842374492914,2.059120281313322,4.999370119090909,0,0,0,230,0.0,1
253,9,0.406596563333,0.9134544082163856,5.048741910080183,1.0405642022743395,1.7315074419331622,1,1,0,300,0.0,1
254,11,0.8794860114307893,0.3597641713889709,1.6160761255496328,2.3861595655033145,1.5680191556811405,0,0,0,260,0.0,3
255,5,0.4180443173364135,0.7440246644267277,4.294054356044537,5.402443516178603,4.483125836091468,1,0,1,210,0.0,1
256,5,1.0660855607550506,0.7529307261312002,2.6558318054851493,3.230091365690291,2.8507956734266107,0,0,1,200,0.0,1
257,11,0.9633688642434552,0.544460960142776,5.554835153161629,1.6648505673163811,5.559698412131578,1,1,0,270,0.0,1
258,9,0.4484251712124097,0.7326768777262705,1.5292738518382698,1.9001812348929763,3.152355033407465,0,0,0,280,0.0,1
259,3,0.3513313000210356,0.8986130977732126,3.86978330519171,5.710211631079337,0.634451555924456,1,0,0,250,0.0,6
260,2,1.0143353630619978,0.5469638587032681,3.4035023806996154,4.32553631658802,1.7142851540024409,0,0,0,250,0.0,2
261,7,0.5841781125088626,1.0009979014153614,0.3092952066977947,2.740467513512188,4.945011584111429,1,0,0,220,0.0,1
262,10,0.8800243744879475,0.6352476627220245,4.1406903248948925,0.3118398344092126,4.301381814904486,0,0,1,230,0.0,4
263,5,0.6897207044005784,1.1016571876203949,2.0631000015548726,4.439625206306053,1.398006050617122,1,1,0,300,0.0,1
264,4,0.9637388876883676,0.7884570034795899,0.7004881345156485,1.2632947787150264,0.6761963625305069,0,0,0,240,0.0,3
265,10,0.2547191612089095,1.0909549141532169,3.4078630917312056,3.508154638832881,3.2010196008563305,1,0,0,290,0.0,1
266,7,0.9118958144505872,0.2676953445088752,1.8702860563328307,3.488152290816484,5.712494581100308,0,0,1,270,0.0,1
267,1,0.5533044115589061,1.1321294480968764,3.965374640459393,1.717912955840062,3.3194089080204483,1,1,0,200,0.0,1
268,4,1.0421927307648808,1.054798999016024,4.390545830426917,2.367896021705551,1.1337929572609036,0,0,1,300,0.0,1
269,9,0.8170064225932245,0.676497495631618,2.9732639200669904,5.166350933569201,3.8734485602205457,1,1,0,230,0.0,1
270,11,0.9436692015714996,0.8732161401245446,4.4443791007258575,4.159886119672351,5.460477419016081,0,0,0,210,0.0,1
271,6,0.7845690879203225,0.4955878667193905,1.2673328765655258,0.8316533759642452,2.285480382221995,1,0,0,260,0.0,3
272,6,0.6995811177352124,0.9370476796119503,4.414101016770971,5.753921343084187,4.076169361581961,1,0,0,220,0.0,2
273,11,0.5311534806410743,1.032957383470244,2.421711059676384,1.7296922234550451,1.2016625132691665,0,0,0,250,0.0,6
274,8,0.62105425116367,0.639787277588926,3.363234445135063,1.4500367239880168,2.157291728450753,1,0,0,300,0.0,1
275,3,0.8207697703073423,0.3800266328336605,0.5872979726154794,3.1392308309588475,5.17481826861781,0,1,1,230,0.0,3
276,1,1.0074405388938357,0.4282891029021359,1.396212591146844,4.239127684748513,3.79710789211209,1,0,0,270,0.0,3
277,8,0.4080303800294949,1.1285843159321889,4.812153211915966,0.4396556192444387,1.4967450435735976,0,1,1,200,0.0,1
278,10,0.8903879580361953,0.4391857134548409,2.419753435571917,2.189369302033766,2.4105249340974755,1,0,0,250,0.0,1
279,4,0.3343783010726111,0.8440439965800492,5.668735351294077,4.557974160395975,5.760206859326684,0,0,0,280,0.0,1
280,5,0.4394793947919308,0.3245816651030021,4.608019565029536,2.0061214259078555,4.959480643343951,1,0,0,230,0.0,1
281,9,0.5690509607364165,0.6618962784421082,1.046583256492198,5.4934470055558,1.9451554349415017,0,1,1,290,0.0,1
282,7,0.9113120772611384,0.7325129553785048,5.633528029621596,3.5858277158619867,1.504953761767307,1,0,0,260,0.0,4
283,2,0.4309923205019467,1.1747447850715775,2.6962255980354883,1.0673416654950545,4.126306255097628,0,0,0,210,0.0,1
284,3,1.0176992696548282,0.8717501623480765,2.011896579663228,0.8555424197446664,5.936702265893888,1,0,0,290,0.0,3
285,9,0.8500782629881318,1.0119704106250438,4.969512044726505,3.963183274235145,2.878397938702161,0,0,0,240,0.0,3
286,12,1.0640897951428268,0.3914795691428116,0.8696450599510969,4.921825760583917,0.2391343317126255,1,0,0,210,0.0,4
287,5,0.7257790735294856,0.8811032399534013,3.2412712311074428,2.683852701850059,3.220941067712406,0,1,1,270,0.0,1
288,6,0.9450191628319954,0.3195270571424692,5.839357488412998,4.864263841700816,4.2628960266968265,1,1,0,200,0.0,1
289,12,0.732799201049012,1.0969213198343333,2.45283068211882,0.3174842994286099,1.3114091139131383,0,0,0,270,0.0,2
290,9,0.9241944714181616,0.4856555276450459,4.5319338592093015,3.1950635104955376,1.8873267840657564,1,0,1,280,0.0,1
291,3,0.3824841868458968,0.7614710900668775,1.3439859065128987,4.860483268844815,4.937817175011137,0,0,0,250,0.0,1
292,2,0.8303241183671797,0.5423644219589285,0.4523987477018218,5.563656684429546,3.164658424095798,1,0,1,250,0.0,3
293,7,0.6607167558288538,0.6186462371226136,3.7744728940436505,1.992935219914952,0.337802581609212,0,0,0,220,0.0,5
294,10,0.7216213565650235,1.063265051458916,2.753497725599852,1.572571214999792,3.606488278015743,1,1,0,230,0.0,1
295,5,0.8309768490760696,0.723615574078379,4.453768220566054,3.0623781823814986,5.718826880840819,0,0,0,300,0.0,1
296,4,0.3835957344156255,1.035984427291061,3.480362157668929,0.5718715273286741,5.136982624694907,1,0,1,240,0.0,1
297,10,0.6903985502781023,0.9210912827018416,0.7995569011587518,4.2213420536069775,2.187680086613602,0,0,0,290,0.0,1
298,8,0.9288652107320696,1.0204892177828229,4.886917578209011,4.905531863601489,1.3571624073449022,1,1,0,270,0.0,2
299,2,0.8540274068718781,0.9482231243864082,2.150404228132717,2.6922299253370165,3.984571806067156,0,0,0,210,0.0,1
300,3,0.8320811832909508,0.64227014079495,2.700471707711279,2.3625510692430374,5.201367891930847,1,1,0,290,0.0,1
301,8,0.3718066689839142,1.0140071243286222,5.136229318928482,4.871167870434418,4.729539067574592,0,0,0,230,0.0,1
302,11,1.1356656973957613,0.3255312518558766,1.048998438384943,3.975223941042805,0.8496326025078573,1,0,1,210,0.0,4
303,6,0.8184651841310239,0.9346674062990452,4.447672600568137,1.266632756188178,3.4738912857574227,0,0,0,260,0.0,1
304,6,1.1270015419842327,0.603934117710492,2.279756196245517,1.983693487663146,3.120852794389373,0,0,0,220,0.0,1
305,11,0.3671929564011159,0.75492957197792,5.6531907389672655,3.509631495167932,4.71319881989409,1,0,1,260,0.0,1
306,4,1.1688413180013142,0.2515758245186809,0.202266584353794,0.8832150579841653,3.585308757998115,0,1,0,300,0.0,1
307,4,0.4241082924998908,0.6912462749245779,3.7708537594344977,4.299813234793702,0.4571548652654141,1,0,0,220,0.0,2
308,1,0.7723750256687193,0.9159267426119896,4.858382363509277,2.8966744990189373,3.669194989105996,0,1,0,280,0.0,1
309,7,0.9040172848554212,0.8818273569235432,1.578282473486928,1.5296706798077089,5.085072999319552,1,0,0,200,0.0,5
310,10,0.5343067289009023,0.6344353202797619,4.967576637614723,1.5902385173296805,3.848669776535831,0,0,0,240,0.0,4
311,4,0.7227155397206175,0.8720401044393581,2.428200757927623,5.59146431002661,1.1410973904167176,1,0,1,280,0.0,1
312,5,0.839793852848485,1.0811180107023215,1.1174466240905008,2.5570356602866515,0.380463137274014,0,1,0,230,0.0,2
313,10,0.7882940786667892,0.8429335987591385,4.275151956123372,5.028515886949444,3.369105241284161,1,0,0,300,0.0,1
314,7,0.7375653176697193,0.8480638157817475,2.769976678109498,3.886371937928194,5.486542911774692,0,0,0,260,0.0,1
315,2,0.9235653729821184,0.8219026107682289,4.394337879341853,0.9947315103821676,2.6979439508268843,1,0,1,210,0.0,1
316,2,1.0589011692200905,0.3937948580223813,4.874508980326952,1.1456153293633609,1.5861098921783063,0,0,0,290,0.0,4
317,9,0.5200876934808092,0.792522216338366,1.7958790837466474,3.9689248952839296,4.402802391084562,1,0,1,240,0.0,1
318,12,0.9042761696641516,0.4779119560169956,3.5645410831100506,5.415049366264936,4.729281828101083,0,1,0,200,0.0,1
319,5,0.3082817120116934,0.9469910564476466,0.5757159379977386,2.0277344316434047,0.6169161711117347,1,0,0,270,0.0,1
320,5,0.9858791463952484,0.5092047269856171,4.661830220466266,0.5639842466078525,0.9912741819172608,1,0,0,210,0.0,1
321,12,0.4059454139270877,0.9341347842804434,1.2107008463369755,4.622939092158666,3.5818918143695906,0,1,1,270,0.0,1
322,9,0.9206561180029164,0.399584432265806,5.393089605198421,4.497859882624171,5.208173022499562,1,0,0,290,0.0,3
323,3,0.7623638002139408,0.9912842242213692,3.37823604106043,2.7548975409455942,2.80766298067742,0,0,0,240,0.0,2
324,2,0.9513549437686736,0.7528567490583692,1.7083887192300282,1.946405703572072,0.7317435476223644,1,0,0,260,0.0,1
325,7,0.727441090318981,1.0898055498253263,5.18701104253671,5.633484536271223,3.50075204697839,0,0,0,210,0.0,1
326,10,0.9985496433522854,1.0055268488377924,0.5727372222399043,3.1930630974380287,5.483618855073557,1,0,0,230,0.0,1
327,5,0.979942936964091,0.4796753796534975,3.810790792274817,4.768068321477423,2.3620090714848976,0,1,1,290,0.0,1
328,4,1.0917624052140145,0.9284868352289068,4.917619396545207,4.403672608003745,1.6357257361587725,1,0,0,250,0.0,2
329,10,0.9962062745310708,0.2690505373983851,1.9930781300187983,1.690273095675709,4.501760589022454,0,0,0,280,0.0,2
330,8,0.674648887350975,0.8967906836506611,4.801332566726445,3.0437022450523123,3.9409325084493503,1,0,0,270,0.0,1
332,4,0.8469255430206478,0.4809721951164241,1.7540362445634152,4.497936536855045,3.368404562205632,1,0,0,300,0.0,4
333,8,0.5863380566524468,1.03551215254662,3.497474246768585,2.448537390619724,3.0164643522597245,0,1,1,230,0.0,1
334,11,0.9098889844477585,0.5370326331573808,2.6422688316941563,1.192970996700532,3.3581199123001872,1,0,0,220,0.0,3
335,6,0.5835357640072659,0.9734439495066038,4.78494505288414,3.2684847728372404,0.8376193418502976,0,0,0,250,0.0,6
336,6,0.9909482544431394,0.2834044363464247,0.7513478045372223,3.281756912543699,5.767500035728349,0,0,0,210,0.0,1
337,11,0.6163489938694532,0.9550692052774707,3.317195258241541,4.655760947821021,2.9619013175448505,1,0,0,260,0.0,1
338,8,0.8391863136037491,0.968842051497888,2.126055606656108,4.199388772262546,0.4076355985146903,0,0,1,290,0.0,9
339,3,0.488761170271031,1.0743269530307236,4.983837741063551,0.5394486717723468,3.226171778370173,1,1,0,230,0.0,3
340,2,0.7531032944319903,0.8256286615023581,5.542655897223809,1.498795666383528,4.547925510791266,0,0,1,270,0.0,1
341,8,0.6665265838598693,0.9834942705282932,2.738292631227148,3.3228867373336994,1.916219254248502,1,1,0,200,0.0,2
342,10,0.8328383821805638,0.5262952508985079,4.867797376964628,5.710572474339481,1.5507336184729734,0,0,0,240,0.0,1
343,4,0.7056156822557742,0.5673870553584971,1.1095604351354975,1.4492645572995329,4.638718410791793,1,0,0,290,0.0,1
344,4,0.859580918215003,0.9599202280514796,2.258903659997981,4.8986095892255,3.664436161817559,0,0,1,220,0.0,1
345,9,0.3768938976294524,0.9736342763692426,5.760311165169807,2.525674019735072,1.8733085492735144,1,1,0,300,0.0,1
346,7,0.6214276953559693,0.616867034825712,1.3243549300559607,0.863092757924895,2.428328767268296,0,0,0,260,0.0,6
347,2,0.6639595373983179,0.4703130562747171,4.123459990215302,3.891631468336637,5.4018114034321405,1,0,0,220,0.0,1
348,3,0.9462988483442368,0.6718705124401725,3.450086564852825,3.839755514649257,3.9348374017627337,0,0,0,280,0.0,5
349,9,0.6613562558507967,1.083192403678673,0.4192030971034179,0.9217458801282512,1.177774382682312,1,0,0,240,0.0,1
350,12,1.132078640567601,0.4643858261920835,5.1964200322976914,2.939935623058457,2.127156977438608,0,0,1,200,0.0,1
351,6,0.4743479364929592,0.9794125103121536,2.3154878165408768,5.720951569005744,4.955011745078492,1,1,0,280,0.0,1
352,6,0.700547720838433,0.7659782868368887,3.353158041618429,4.339390693069035,4.460351904586875,0,1,0,200,0.002,3
353,12,0.8866731149274582,0.9458221968559268,4.988212305859849,3.0840741454892733,3.0234419259016727,1,0,0,270,0.0,1
354,9,0.7080774683472426,0.4454408566647015,2.853549917236754,5.768592596882583,0.9265890592927064,0,0,0,290,0.0,3
355,3,0.8964923325038848,0.3814952550081523,5.494337241190177,1.3183217471300264,3.708340922400896,1,0,1,240,0.0,1
356,2,0.8233841364653199,0.5530277945148985,4.771743732502536,2.952649563323993,4.889876982048877,0,0,0,260,0.0,1
357,7,0.3399197516685389,1.0160538951877534,1.7205555156005907,4.404838428585081,3.3726974640411727,1,0,1,210,0.0,1
358,9,1.0607029304938138,0.4608536582497539,2.820424939600132,4.2634237342559125,1.1094166164163954,0,1,0,230,0.0,1
359,5,0.7007179270716297,0.7960250701643273,0.96766977315646,0.2365042336102837,4.219589058435535,1,0,0,300,0.0,6
360,4,1.1292869384628248,0.6200179791012532,2.4586397551002603,3.492591643817664,3.2478490340614106,0,0,0,250,0.0,1
361,11,0.4428648870037052,1.1300761449191277,4.694052161091814,1.2862192201937006,0.7957596126817695,1,0,1,280,0.0,1
362,8,1.088204954079482,0.5208413001364502,0.5337599161876408,1.5741786840255865,3.263184032255133,0,1,0,280,0.0,1
363,1,0.4871368346954903,0.7427757363163411,3.427545925165149,5.420878343323606,2.276048805880778,1,0,0,200,0.0,1
364,3,0.5567421194155154,0.3947748220146262,4.278064798739873,5.093536537394343,4.494529300029974,0,1,0,300,0.0,2
365,8,0.7244623789447165,0.5226362679119448,1.5357340374311992,2.508323761763768,1.2970313214775775,1,0,0,220,0.0,2
366,11,1.0166282202163537,1.1079242826972069,5.298564241682865,0.7934998608266267,2.021271430026028,0,0,0,220,0.0,3
367,6,0.4515042248535891,1.095294801227464,2.5432770112698595,4.215360350797534,3.7874486990002514,1,0,1,250,0.0,1
368,6,0.9175213500546614,0.8086118761197157,4.28073003500614,1.568710743952597,1.4978546552247236,1,0,1,220,0.0,2
369,11,0.6232938568948234,1.069255671540732,0.6928628108287643,5.96349121999231,4.432779987402946,0,0,0,260,0.0,5
370,8,0.9699910356608012,0.9998242272244016,4.586957554291188,3.333225627772652,4.270734962768161,1,1,0,290,0.0,1
371,3,1.031698424785873,0.6817386790042562,2.561220192411111,0.9433509243460648,1.7699362840910664,0,0,0,240,0.0,1
372,1,1.0011849766198988,0.2736162564532389,3.283645794027817,0.4507273936020101,0.4509984555296096,1,1,0,260,0.0,1
373,7,0.7179143884873918,0.9515832801348136,5.289610717330017,4.297705123908597,3.4224424889235143,0,0,0,210,0.0,1
374,10,1.047397630740224,0.9295480865531788,1.2420673241057412,4.680780527434179,5.794788629606113,1,0,1,240,0.0,1
375,4,0.3700431383652386,0.8748150203355058,3.958542540322136,2.9171734043168978,2.1015101344691764,0,0,0,280,0.0,1
376,5,0.7071028657793013,0.446062105676261,5.472341853953122,1.8336269044729168,2.765183635540046,1,1,0,230,0.0,5
377,10,0.5533234134126027,1.0014691995070342,2.732166475927778,2.157946292851728,4.975709425867958,0,0,0,300,0.0,8
378,7,1.077192867294246,0.3055508568674156,3.684633501206932,2.726935770258333,3.692823501662661,1,0,1,250,0.0,1
379,2,0.3189172746154039,0.7729367726089701,1.4620576368437446,3.576242003442204,1.2581521210660769,0,0,0,220,0.0,1
380,3,0.6859196279837922,0.8938954335873627,0.3967697809845285,3.8939207760118633,2.713193480903742,1,0,1,280,0.0,6
381,9,0.5580314427350195,0.5928195562392959,3.2370822462129327,0.9367489602346744,5.221498299975972,0,0,0,250,0.0,1
382,11,0.8083467437937274,0.6987961759488925,2.1133794114149365,2.647220742230996,3.648694430360655,1,1,0,200,0.0,1
383,5,0.6273127306229739,0.6206476859120718,4.905106544248517,4.939451976948715,0.739427581017818,0,0,0,270,0.0,2
384,5,0.6610332061906138,0.9966564685841408,1.7078969460813764,2.842499164621414,4.875250866996609,1,0,1,290,0.0,3
385,11,0.2716072076648254,0.6736058389596205,4.95353048881867,4.590566117683267,2.6976291456139254,0,1,0,240,0.0,1
386,9,1.0484089976455615,0.5605700571647587,0.7572176360240285,4.467122121157098,1.3672113222626303,1,0,0,200,0.0,6
387,3,0.8137454903941309,0.4578650044432918,3.2228582754672184,0.6226608576139195,4.202817293037149,0,0,0,270,0.0,3
388,2,0.3571504872382968,0.4948521280508796,4.022483869209365,1.556636094316204,5.668168975989369,1,0,0,230,0.0,1
389,7,0.6093723162926084,0.9041479114896744,1.24391093085214,3.200368340685035,2.9744782600230395,0,0,0,300,0.0,2
390,10,0.8236478060073368,0.971801766069882,5.520709455036494,5.732740106465971,0.3014095126853087,1,0,1,260,0.0,1
391,5,0.4422358552207046,0.9967547242494524,3.283857472679983,1.9565553815474828,3.670552910569007,0,1,0,210,0.0,1
392,4,1.0149385359034515,0.3100387095869688,1.7471883419848369,5.20673846728882,4.424847225200689,1,0,0,270,0.0,1
393,10,0.5050467979228669,0.8688327755381313,4.452602340079939,2.5658018280669403,1.0260788973934176,0,0,0,200,0.0,1
394,7,1.0071353720310847,0.7317164478072509,2.675028131221488,0.5582402063547814,2.055389105658134,1,0,1,250,0.0,2
395,1,0.310554932387361,0.8946712407704766,5.034113495789482,3.718983559893255,1.959523077929872,0,1,0,280,0.0,1
396,3,0.7487775838374789,0.6925708320985532,4.74172654380946,3.709023807982985,3.5375646484326526,1,0,1,220,0.0,1
397,8,0.751978797125954,0.7100275342300209,2.3285707783654384,1.053634078528232,0.7859449969984899,0,1,0,250,0.0,1
398,11,0.68408193614948,0.8453754666951154,3.941083504584629,2.0839157345274724,2.7649699939315333,1,0,0,300,0.0,1
399,6,0.8976877180858451,0.6963705863878993,0.3067767280142275,5.265487918922422,5.197178119853323,0,0,0,230,0.0,1
400,6,0.7345753638175367,0.653357324597653,5.664964452968352,0.6104114107665795,0.6062285117711819,0,0,0,290,0.0,1
401,11,0.760189274734918,0.4205838544111136,3.02394338014295,4.108723171125794,3.722362970965209,1,0,0,240,0.0,5
402,8,0.5793138229349521,0.79615806822735,4.559550165974251,4.771645756499138,5.425177721922062,0,0,0,210,0.0,1
403,3,0.537287232873434,0.834987894103183,1.1421281760896242,3.1277366522415653,2.5473397750398714,1,1,1,260,0.0,5
404,1,1.005336151096923,0.4464155515894928,0.8690064077889237,1.899223403029028,1.0809374697190286,0,0,0,240,0.0,1
405,8,0.2771175533847521,0.5949661779346073,3.248477750147262,5.922442036124706,3.859060998403176,1,1,1,290,0.0,1
406,11,0.8479981248611821,0.4525925412501658,2.107066877482849,3.136053433628631,5.324759925079714,0,0,0,260,0.0,2
407,4,0.535501645979295,1.0910887882833322,4.353035984660044,1.38426593309451,2.2597303613623927,1,0,0,210,0.0,1
408,5,1.0857287774869302,1.026841596748476,4.151753441801457,3.863963895314272,3.1008229774340195,0,0,0,250,0.0,1
409,9,0.4356171104638827,0.2975981729604228,0.2476147575254984,0.6865475606172137,0.2263017179295191,1,1,1,220,0.0,1
410,7,0.5795918604441406,0.3345478986888702,4.698598435002358,2.0838447133515228,3.538830271902766,0,0,0,230,0.0,1
411,2,0.74034998621975,0.910801155447124,2.1826179256593696,4.942142815037039,0.381393405585476,1,0,0,300,0.0,1
412,3,0.423702975225637,0.7272439259801187,3.920079351618493,0.2002228964494852,4.033155125670813,0,0,0,200,0.0028,3
413,9,0.6459203683643329,0.6600782090330023,4.64826259470387,1.805398537268636,4.260903004157176,1,0,0,270,0.0,6
414,12,0.8026155346577494,0.8458357011011928,1.4821785913046162,1.0407703367714491,4.357428492809213,0,0,0,280,0.0,1
415,6,0.4425493185428175,0.7130434583153207,4.114199719943088,3.838822121919004,1.8165152655157155,1,1,1,250,0.0,2
416,6,1.1282769717903176,0.5454204134088777,5.144012850382024,1.8638760844633744,0.4793397211548817,0,1,0,290,0.0,1
417,12,0.5550977616352646,1.015158142300863,1.662741150656693,5.325202397220893,3.299518257139691,1,0,0,240,0.0,1
418,9,1.0987437742136197,0.4126461647081065,2.793095278471631,3.1295825009248293,5.126128877861039,0,0,1,210,0.0,2
419,3,0.3256003710795225,1.0203023584736923,0.7323210810464957,1.4600501274919158,2.1268054527384503,1,0,0,270,0.0,2
420,2,0.6277721046114001,1.0920507642605413,0.9741639069328544,0.2832696954071953,1.5730895753398502,0,0,1,230,0.0,6
421,7,0.6347596761564771,0.8446805319103488,4.8407413965971,4.73318808859333,4.486806403123334,1,0,0,290,0.0,1
422,10,0.6250582861232512,0.4526884816668536,2.763875263120154,4.836704065353179,4.680268231676578,0,1,0,260,0.0,1
423,5,0.8980472506711196,0.6324965895833198,5.047619464705497,2.7421653846572984,1.7327549402726192,1,0,0,210,0.0,1
424,4,0.6673861744877025,0.427114748813634,4.392683777338438,5.522488054490415,2.765410862747648,0,0,1,270,0.0,1
425,10,0.8402716766075425,0.6338446875868369,1.299591564273617,2.295465169483814,5.500809908981648,1,0,0,200,0.0,1
426,8,0.717677799699382,0.985523559011127,4.94683214303238,1.3105474866632956,3.3422926730175595,0,1,0,250,0.0,1
427,2,0.5376937516328966,0.7478377990989038,2.499233434253635,3.5447035697657028,0.7981076984112486,1,0,0,280,0.0,1
428,3,1.1143280028614793,0.3435304425349677,2.1104904886678315,1.3484984311655095,2.271737569177332,0,1,0,220,0.0,1
429,8,0.6034695529441139,0.837324147172723,4.4517226858149535,0.7597131862250524,5.216411609874024,1,0,0,250,0.0,1
430,11,1.0761594962497012,0.7696651078028016,0.4699803270955365,2.448872538643735,4.154364446549356,0,0,1,300,0.0,1
431,6,0.4559768769816356,0.7658104476582644,3.694555870487911,5.203325866419156,0.9417954327395068,1,0,0,230,0.0,2
432,6,0.869922402392672,0.482998147280497,2.80537791831147,1.594043440182306,4.738304233353891,1,0,0,300,0.0,4
433,11,0.4948410377869472,1.001344674202933,5.242050000584511,3.2613677616437218,2.90625121057811,0,0,1,230,0.0,1
434,8,0.9498960023314972,0.4626314863499142,1.1041183193109612,5.712027824759337,1.2748278952119496,1,1,0,210,0.0,4
435,4,0.4650897789479319,1.0096658206337306,3.86656878260875,1.6580937786623595,3.8349332993435743,0,0,0,260,0.0,1
436,1,1.0569182143703566,0.8751653900550732,4.483296035158185,3.8715819422432007,5.196154923025274,1,1,0,240,0.0,4
437,7,1.0201381770979785,1.0184356746598158,0.6266796403934535,4.6053083607247,2.429860318371493,0,0,0,290,0.0,4
438,10,0.9351272799819892,1.0100633329887097,5.375810692519696,4.425139917245729,0.7184507099641273,1,0,0,270,0.0,1
439,4,0.7312528349408031,0.6944228961100338,1.5721309370596108,0.5811120898359993,3.62765382344784,0,0,1,200,0.0,2
440,5,0.8530505111291475,0.8933811982786538,0.2387292321407617,3.98090690022117,4.404699274834448,1,1,0,260,0.0,4
441,10,1.080337691909469,0.9183051463327364,3.912975425014881,1.0024878383543634,1.4408857007278848,0,0,0,220,0.0,1
442,7,0.6005843997673476,0.971829207105148,4.139635649726976,2.1581682914699485,2.855541337392028,1,0,0,220,0.0,1
443,2,0.7979738229483797,0.6875634425720907,4.997460133131891,5.498938170166177,4.8949485714204615,0,0,1,300,0.0,1
444,2,0.7754828755892585,0.451375658465561,5.58050679947581,4.891004291000177,3.17908569109308,1,0,0,200,0.0,1
445,9,0.284794986127741,0.8132337698024105,2.496465567808578,2.6701364246453654,0.9571178779761892,0,0,1,280,0.0,1
446,11,1.1295924605039336,0.4184682703420224,3.993231920064973,3.4363016667225943,2.7735574280150166,1,1,0,280,0.0,1
447,5,0.8807032125874292,0.9282782298356036,1.5264462932784568,3.81017729998592,5.915846070363987,0,0,0,240,0.0,1
448,5,1.0796637231455253,0.4015948331799535,3.695693771837933,5.677627164476968,3.6833460702678935,0,0,0,280,0.0,1
449,12,0.4414175109602575,1.0040528722127324,0.5910136497389046,1.9296323148058416,4.819718933064482,1,1,1,250,0.0,5
450,9,0.8005031724253706,0.4908885457155402,5.126481756357379,1.7597143876145744,2.504121701675177,0,0,0,200,0.0,1
451,2,0.3203890091746617,0.979098119063013,2.1752250908481874,3.465150445758522,3.1430775160368785,1,0,0,270,0.0,2
452,2,0.8911727015611514,0.902452571318912,2.683364117537719,4.669373298742499,4.092883767143151,0,0,0,230,0.0,1
453,7,0.9671473598302848,0.449638059355066,5.677872875391366,0.2429655318643219,1.1237962287431091,1,0,0,300,0.0,5
454,10,0.9950337410014536,0.8094470296286249,1.47464943792262,2.7512515815577427,2.0435416019505435,0,0,0,250,0.0,4
455,5,0.6228513744230753,0.780192371731305,4.061205297200117,4.949720261044631,5.076456893245457,1,1,1,220,0.0,1
456,4,0.8751371412593285,1.025867324537623,5.3288845443857085,2.360616025054331,5.780100093539302,0,0,0,270,0.0,1
457,10,0.4203801376762909,0.5204533666654031,2.9700704623668472,5.309400146731115,3.110096369267601,1,0,0,210,0.0,1
